address,tel,city,category,site,discount_desc
"ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 17, TK 38333, ΒΟΛΟΣ",6974797437,Βόλος,Υπηρεσιες Υγειας,WWW.AKOTOULAS.COM,20% σε κάθε συνεδρία.
"ΑΚΤΗ ΚΟΥΝΤΟΥΡΙΩΤΗ, ΤΚ 73136, ΧΑΝΙΑ",2821074484,Χανιά,"Μουσεια/Γκαλερι/Αξιοθεατα, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",www.mar-mus-crete.gr,10% στα είδη πωλητηρίου.
"ΠΙΣΩ ΛΕΙΒΑΔΙ, ΤΚ 84400, ΠΑΡΟΣ",2284045053,Πάρος,"ΚΑΤΑΣΤΗΜΑΤΑ, Μοδα",WWW.SEGNO.GR,10% ΣΕ ΟΛΑ ΤΑ ΕΙΔΗ.
"ΥΠΑΠΑΝΤΗΣ & ΕΥΡΥΤΑΝΙΑΣ 2, TK 19016, ΑΡΤΕΜΙΔΑ ΑΤΤΙΚΗΣ",6982790636,"Αθήνα,Μύκονος","Ενοικιασεις Αυτοκινητων,Ποδηλατων,Μοτοσυκλετων, Σκαφών, ΤΑΞΙΔΙΑ & ΜΕΤΑΦΟΡΕΣ",WWW.FACEBOOK.COM/MRROYALTRAVEL,25% ΕΚΠΤΩΣΗ ΣΕ ΕΝΟΙΚΙΑΣΗ ΑΥΤΟΚΙΝΗΤΩΝ ΣΤΗ ΜΥΚΟΝΟ & 15% ΕΚΠΤΩΣΗ ΣΕ ΕΝΟΙΚΙΑΣΗ ΑΥΤΟΚΙΝΗΤΩΝ ΣΤΗΝ ΑΘΗΝΑ
"25ης Μαρτίου και Παραλία, Τ.Κ 54646, Θεσσαλονίκη",2310895800,Θεσσαλονίκη,"ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ, Συναυλιες/Φεστιβαλ/Εκδηλωσεις",http,10% έκπτωση ίση με το εκάστοτε φοιτητικό εισιτήριο. Ισχύει για παραγωγές του ΟΜΜΘ.
"ΚΟΛΟΚΟΤΡΩΝΗ  41, TK 56430, ΣΤΑΥΡΟΥΠΟΛΗ, ΘΕΣΣΑΛΟΝΙΚΗ",2311821925,Θεσσαλονίκη,"Αλλο, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ",,15% ΕΚΠΤΩΣΗ ΣΤΑ ΔΙΔΑΚΤΡΑ ΟΛΩΝ ΤΩΝ ΤΑΞΕΩΝ ΓΥΜΝΑΣΙΟ ΛΥΚΕΙΟ.
"ΦΡΥΝΗΣ 10, ΤΚ 17563, ΠΑΛΑΙΟ ΦΑΛΗΡΟ",2109840232,"Αθήνα,Παλαιό Φάληρο",Κομμωτηρια,,28% ΕΚΠΤΩΣΗ ΣΕ ΑΝΔΡΙΚΟ ΚΑΙ ΠΑΙΔΙΚΟ ΚΟΥΡΕΜΑ.
"Δαμάρεως 84, ΤΚ 11633, Βύρωνας",6984170423,"Αθήνα,Βύρωνας",Υπηρεσιες Υγειας,,40% στη τιμή ατομικών συνεδριών ψυχοθεραπείας.
"Νεάπολη, TK 23053,Ελαφόνησος",2734061200,"Ελαφόνησος,Σπάρτη","Ενοικιαζομενα Δωματια/Ξενωνες, Ινστιτούτα Αισθητικής / BEAUTY Ticket, ΤΟΥΡΙΣΜΟΣ",WWW.CAPARISUITES.GR,30% στη διαμονή και στις υπηρεσίες αισθητικής.
"ΠΕΛΛΗΝΗΣ 8, 11251, ΑΘΗΝΑ",2108899600,Αθήνα,ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ,www.medcollege.edu.gr,ΕΚΠΤΩΣΗ 30% ΣΤΑ ΔΙΔΑΚΤΡΑ ΤΟΥ ΚΟΛΕΓΙΟΥ ΣΕ ΟΛΑ ΤΑ ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΡΟΓΡΑΜΜΑΤΑ
ΡΕΘΥΜΝΟΥ 2 10682 ΑΘΗΝΑ,2108217710,Αθήνα,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σχολες Ξενων Γλωσσων",alexander-edu.org,15% στα δίδακτρα.
"5 Συντάγματος 24, Τ.Κ 42100, Τρίκαλα",2431078703,Τρίκαλα,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σχολες Ξενων Γλωσσων",www.wizzkids.gr,20% στα δίδακτρα ξένων γλωσσών.
"Αλαμάνας 9, Άγιος Παύλος, Θεσσαλονίκη",2310215629,Θεσσαλονίκη,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.usbngo.gr,"10% σε όλα τα σεμινάρια ξένων γλωσσών, digital και εκπαιδευτικά."
Κορίνθου 271,2610622682,Πάτρα,"Αλλο, ΥΠΗΡΕΣΙΕΣ",www.ekatoikia.gr,10% σε όλες τις υπηρεσίες.
"Γιαννιτσών και Λαχανά, Συγκρότημα Τσαλαπάτα",2421006366,Βόλος,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.learning.uth.gr,"15% στα προγράμματα επιμόρφωσης, συνεχιζόμενης επαγγελματικής κατάρτισης, εκπαίδευσης ενηλίκων και γενικότερα όλων των εν γένει προγραμμάτων σπουδών Διά Βίου Μάθησης."
"ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 214, 54352, ΘΕΣΣΑΛΟΝΙΚΗ",2313086842,Θεσσαλονίκη,"Αλλο, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ, Υπηρεσιες Υγειας",WWW.DROSOSTALIDA.GR,15% ΣΤΙΣ ΑΤΟΜΙΚΕΣ ΣΥΝΕΔΡΙΕΣ ΕΠΙ ΤΩΝ ΑΝΑΓΡΑΦΟΜΕΝΩΝ ΤΙΜΩΝ ΤΟΥΣ.
"Σταδίου 5 Αθήνα, Αττική",2103689354,Αθήνα,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",elearn.elke.uoa.gr,30% στα προγράμματα συμπληρωματικής εξ αποστάσεως εκπαίδευσης του Κέντρου Συνεχιζόμενης Εκπαίδευσης & Επιμόρφωσης του Ε.Κ.Π.Α.
"Ηλιουπόλεως & Π. Τσαλδάρη 63, Νίκαια, Αττική",2104256830,"Αθήνα,Νίκαια","ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.labtech.gr,25% σε σεμινάρια επαγγελματικής κατάρτισης και επιμόρφωσης.
"Στεργιογιάννη 1, Τ.Κ 71305, Ηράκλειο Κρήτης",6974179678,Ηράλειο Κρήτης,"Αλλο, Καφετεριες, Μαθηματα Χορου/Θεατρου/Τεχνης, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.nefeleonas.gr,"20% σε μαθήματα Χορού/ Θεάτρου/ Τέχνης,

20% σε σεμινάρια επαγγελματικής Κατάρτισης και Επιμόρφωσης,

20% σε όλα τα είδη του καταλόγου του καφέ του  πολυχώρου."
"Πινδάρου 6 και Ακαδημίας, ΤΚ 10671, Αθήνα",2114110044,Αθήνα,"Αλλο, ΚΑΤΑΣΤΗΜΑΤΑ",www.kotsanas.com,"Τελική Τιμή εισιτηρίου 3,5 ευρώ και έκπτωση στο πωλητήριο του Μουσείου (πιστά αντίγραφα εφευρέσεων - 10% επί της αρχικής τιμής πώλησης)."
"Λεωφόρος Πεντέλης 2, Πλατεία Δούρου, Χαλάνδρι, Αττική",2106801333,Χαλάνδρι,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.el-translations.com,30% σε όλα τα Σεμινάρια Επαγγελματικής Κατάρτισης και Επιμόρφωσης.
"Ακτή Κονδύλη 24, 18545, Πειραιάς",210 41 97 400,"Αθήνα,Πειραιάς","Λεωφορεια/Τρενα/Αεροπλανα/Πλοια, ΤΑΞΙΔΙΑ & ΜΕΤΑΦΟΡΕΣ",www.anek.gr,"20% σε όλες τις υπηρεσίες μεταφοράς για τις δρομολογιακές γραμμές Πάτρα - Ηγουμενίτσα – Κέρκυρα - Ανκόνα, Ανκόνα – Κέρκυρα – Ηγουμενίτσα - Πάτρα, Βενετία -Κέρκυρα – Ηγουμενίτσα - Πάτρα, Πάτρα – Ηγουμενίτσα – Κέρκυρα - Βενετία καθώς και Πάτρα – Ηγουμενίτσα – Κέρκυρα - Μπάρι, Μπάρι – Κέρκυρα – Ηγουμενίτσα - Πάτρα.

Η έκπτωση αφορά τα εισιτήρια επιβατών για τις ως άνω δρομολογιακές γραμμές ανεξαρτήτως θέσης και αναλόγως διαθεσιμότητας.

Η έκπτωση δεν ισχύει αθροιστικά με τις εκπτώσεις / προσφορές του καταλόγου της Εταιρείας."
"6 χλμ Οδού Θεσσαλονίκης - Θέρμης, ΤΚ 57001, Θεσσαλονίκη",2310483000,Θεσσαλονίκη,"Αλλο, Κινηματογραφοι/Θεατρα, Μουσεια/Γκαλερι/Αξιοθεατα, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",www.noesis.edu.gr,Οι κάτοχοι δικαιούνται το μειωμένο εισιτήριο σε όλα τα εισιτήρια εισόδου του ΝΟΗΣΙΣ.
"Τσιμισκή 116, ΤΚ 54621, Θεσσαλονίκη",2310263876,Θεσσαλονίκη,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σχολες Ξενων Γλωσσων",www.galileogalilei.gr,30% από την αρχική τιμή των διδάκτρων.
"Χαροκοπου 32, ΤΚ 17672, Καλλιθέα Αττική",2130299544,"Αθήνα,Καλλιθέα","Αλλο, ΥΠΗΡΕΣΙΕΣ",www.notoxic.gr,20% σε Tattoo και Piercing.
Κατάστημα Αγίου Δημητρίου,Κατάστημα Αγίου Δημητρίου,"Άγιος Δημήτριος,Ελληνικό","Αλλο, Ινστιτούτα Αισθητικής / BEAUTY Ticket, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",www.metrobeauty.gr,Παρεχόμενες με έκπτωση υπηρεσίες από τον «Συνεργάτη» στους κατόχους της «Κάρτας Νέων»
"Βουκουρεστίου 40 – 1ος όροφος, Τ.Κ. 10673, Αθήνα",210 3317312,Αθήνα,"Μαθηματα Χορου/Θεατρου/Τεχνης, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.artens.gr,Έκπτωση 11% σε όλα τα μαθήματα.
"Κολοκοτρώνη 124, ΤΚ 18121, Κορυδαλλός",2105446008,Κορυδαλλός,"Εστιατορια, Καφετεριες, ΦΑΓΗΤΟ & ΠΟΤΟ",,Έκπτωση 20% στις τιμές καταλόγου της επιχείρησης.
"ΒΑΣ. Όλγας 101Β, TK 54643, Θεσσαλονίκη",6949924990,Θεσσαλονίκη,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.e-edge.weebly.com,"Έκπτωση 30% και 50% στα εξ' Αποστάσεως Επιμορφωτικά Σεμινάρια από το Διαδικτυακό Εργαστήρι Γραφής και Εικόνας e-Edge (www.e-edge.gr). Η προσφορά έκπτωσης αφορά τα μαθήματα Δημιουργική Γραφή (Έκπτωση 50%), Διήγημα - Short Story ή Παιδικό βιβλίο - Παραμύθι (Έκπτωση 30%) και ισχύει καθ' όλη τη διάρκεια του χρόνου."
"Ν.Παπανικολή 11, ΤΚ 81100, Μυτιλήνη",2251028970,Μυτιλήνη,"ΑΘΛΗΤΙΣΜΟΣ, Γυμναστηρια/Fitness",www.oxygenfitness.gr,"Έκπτωση -17 ευρώ στο βασικό πάσο της ΜΗΝΙΑΙΑΣ ΣΥΝΔΡΟΜΗΣ. Η συγκεκριμένη έκπτωση, θα ισχύει για όλες τις ημέρες."
"Ηπείρου 79-83, ΤΚ 41222, Λάρισα",2413020488,Λάρισα,"Αλλο, ΥΠΗΡΕΣΙΕΣ",www.mylanguage.gr,Έκπτωση 30% σε υπηρεσίες μετάφρασης - διερμηνείας.
"Πέτρου Ράλλη 322, TK 8453, Νίκαια",21 1182 7719,"Αθήνα,Νίκαια","Αλλο, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",www.e-pcdoctor.gr/index.php?route=product/category&path=70,Έκπτωση 50% στη VR Εικονική Πραγματικότητα και 10% στο Σέρβις Η/Υ.
"26ης Οκτωβρίου 35, ΤΚ 54627, Θεσσαλονίκη",2310254438,Θεσσαλονίκη,Αλλο,www.themindtrap.com/,Έκπτωση 15% επί της τελικής τιμής σε όλα τα δωμάτια απόδρασης από Δευτέρα έως και Παρασκευή.
"Κλεμανσώ 76Β, ΤΚ 67100",6942439959,Ξάνθη,"Αλλο, Αλλο",,20% έκπτωση σε νομικές υπηρεσίες.
"Δωδεκανήσου 8, ΤΚ 54626",2315537086,Θεσσαλονίκη,"Αλλο, ΚΑΤΑΣΤΗΜΑΤΑ, Μοδα",www.virsa.gr,20% έκπτωση επί των αναγραφόμενων τιμών των προϊόντων αυτών.
Σταθμός Λαρίσης,"14511 (με χρέωση 0,615/λεπτό από σταθερό & 0,984/λεπτό από κινητό τηλέφωνο)",Αθήνα,"Λεωφορεια/Τρενα/Αεροπλανα/Πλοια, ΤΑΞΙΔΙΑ & ΜΕΤΑΦΟΡΕΣ",www.trainose.gr,€15 τιμή εισιτηρίου σε επιλεγμένες αμαξοστοιχίες intercity στις γραμμές
"16ο χιλ Θεσσαλονίκης - Μελισσοχωριου Μελισσοχώρι 57018, Θεσσαλονίκη",6944387811,Μελισσοχώρι,"Αλλο, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",www.skaras.gr,28% στη συνδρομή της κάρτας διαρκείας για τη χρήση πισίνας για όλη τη θερινή σεζόν.
"Λιμένας Θάσου, ΤΚ 64004",2593023101,Θάσος,"Αλλο, Ασφαλειες/Τραπεζες, ΥΠΗΡΕΣΙΕΣ",www.angelidis.com.gr,"Έκπτωση 15% στην ετήσια ασφάλεια αυτοκινήτου, Πρόγραμμα ασφάλειας κατοικίας από 30 Ευρώ το χρόνο και πρόγραμμα υγείας από 190 Ευρώ το χρόνο (www.angelidis-insurance.gr).

Έκπτωση 10% στις μεσιτικές υπηρεσίες (www.thassos-realestate.gr).

Facebook page"
"Μπελούση 7 και Αγησιλάου, TK 27100",2681026643,"Αγρίνιο,Αθήνα,Καλαμάτα,Πύργος,Σπάρτη","ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.consulkek.gr,15 % έκπτωση σε σεμινάρια επαγγελματικής κατάρτισης και επιμόρφωσης στα παραρτήματα των εξής πόλεων
"ΔΩΔΕΚΑΝΗΣΟΥ 22, ΤΚ 54626, ΘΕΣΣΑΛΟΝΙΚΗ",6973734730,Θεσσαλονίκη,"Clubs/Διοργανωσεις/Μουσικες Σκηνες, ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ",,20% για τους κατόχους της Ευρωπαϊκής Κάρτας Νέων.
"Βασιλέως Ηρακλείου 14, TK 54625, Θεσσαλονίκη",6989238149,Θεσσαλονίκη,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.infinitygreece.com,"10% στην Premium σειρά σεμιναρίων ""How To""."
"ΒΥΡΩΝΟΣ 3, ΤΚ 54622, ΘΕΣΣΑΛΟΝΙΚΗ",2316008305,Θεσσαλονίκη,"Μαθηματα Χορου/Θεατρου/Τεχνης, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σχολες Ξενων Γλωσσων",www.babilonia.gr,10% Έκπτωση σε όλα τα σεμινάρια.
"ΝΕΟΣ ΜΑΡΜΑΡΑΣ 0, ΤΚ 63081, ΝΕΟΣ ΜΑΡΜΑΡΑΣ",2375071402,Χαλκιδική,"Καμπινγκ/Κατασκηνωσεις, ΤΟΥΡΙΣΜΟΣ",www.campingmarmaras.gr,10% έκπτωση επί των αναγραφόμενων τιμών.
"Λεωφόρος Βασιλίσσης Όλγας 135 (ύψος Π. Συνδίκα), TK 54645, Θεσσαλονίκη",2311212377,Θεσσαλονίκη,"Μαθηματα Χορου/Θεατρου/Τεχνης, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ",www.indancestrial.gr,10% έκπτωση επί των αναγραφόμενων τιμών.
"Δημοκρίτου 7Α Κομοτηνή, Ροδόπη",2531084040,Κομοτηνή,"Βιβλιοπωλεια/CD&DVD/Χαρτικα, ΚΑΤΑΣΤΗΜΑΤΑ",www.dimokriteio.gr,"10% στα βιβλία
15% στα χαρτικά & δώρα
15% στις εκτυπώσεις"
"ΜΕΣΟΓΕΙΩΝ 2-4, ΤΚ 11527, ΑΘΗΝΑ","210 3686600, 2310 252510",Αθήνα,"Αλλο, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ, Υπηρεσιες Υγειας",www.euromedica.gr,ΕΚΠΤΩΣΗ ΣΤΙΣ ΔΙΑΓΝΩΣΤΙΚΕΣ ΕΞΕΤΑΣΕΙΣ ΣΕ ΤΙΜΕΣ ΚΑΘΟΡΙΣΜΕΝΕΣ ΣΥΜΦΩΝΑ ΜΕ ΤΟΝ ΚΡΑΤΙΚΟ ΤΙΜΟΚΑΤΑΛΟΓΟ.
"ΜΕΣΟΛΟΓΓΙΟΥ 3, 10681, ΑΘΗΝΑ",2112138032,Αθήνα,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",WWW.PAIDEIASLOGOS.COM,30% ΕΠΙ ΤΗΣ ΤΙΜΗΣ ΜΕ ΤΜΗΜΑΤΙΚΗ ΚΑΤΑΒΟΛΗ.
"ΑΚΤΗ ΑΘ. ΔΗΛΑΒΕΡΗ 3, Τ.Κ 18533, ΠΕΙΡΑΙΑΣ","2104113201, FAX 2104227038",Πειραιάς,"Αλλο, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ",WWW.HORC.GR,10%  ΕΚΠΤΩΣΗ ΓΙΑ ΤΑ ΜΑΘΗΜΑΤΑ ΙΣΤΙΟΠΛΟΙΑΣ (ΤΜΗΜΑ ΑΡΧΑΡΙΩΝ) ΓΙΑ ΤΗΝ ΑΠΟΚΤΗΣΗ ΤΟΥ ΠΤΥΧΙΟΥ ΙΣΤΙΟΠΛΟΙΑΣ ΕΠΙ ΤΗΣ ΙΣΧΥΟΥΣΑΣ ΤΙΜΗΣ.
"ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ 117, Τ.Κ 54634, ΘΕΣΣΑΛΟΝΙΚΗ",2310245207,Θεσσαλονίκη,"ΑΘΛΗΤΙΣΜΟΣ, Γυμναστηρια/Fitness",WWW.FACEBOOK.COM/UNDERGROUND2310/,10% ΕΚΠΤΩΣΗ.
ΑΦΗΣΣΟΣ ΠΗΛΙΟΥ Τ.Κ 37010 ΜΗΛΙΕΣ ΜΑΓΝΗΣΙΑΣ,2423033423,ΜΗΛΙΕΣ,"Ξενοδοχεια, ΤΟΥΡΙΣΜΟΣ",www.hotel-katia.com,20%
"Ζαμίδη 3,  TK 58100 Γιαννιτσά",2382023897,Γιαννιτσά,"Λογιστικα/Φοροτεχνικα, ΥΠΗΡΕΣΙΕΣ",www.tologistiko.gr,20% σε οποιαδήποτε λογιστική υπηρεσία προς ιδιώτες.
ΜΙΧΑΗΛ ΚΑΡΑΟΛΗ 1 56625 ΘΕΣΣΑΛΟΝΙΚΗ,2310636581,Θεσσαλονίκη,"Ασφαλειες/Τραπεζες, ΥΠΗΡΕΣΙΕΣ",www.logistiki-exelixi.gr,10% ΣΕ ΛΟΓΙΣΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ
ΔΟΪΡΑΝΗΣ 56 61100 ΚΙΛΚΙΣ,2341028705,Κιλκίς,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",www.epimorfotiki.gr,ΕΚΠΤΩΣΗ 25% / ΕΚΜΑΘΗΣΗ  ΚΑΙ ΠΙΣΤΟΠΟΙΗΣΗ Η/Υ (3 ΒΑΣΙΚΕΣ ΕΝΟΤΗΤΕΣ).
Λεωφ. Νίκης 73 Θεσσαλονίκη,2310257900,Θεσσαλονίκη,"ΠΟΛΙΤΙΣΜΟΣ & ΨΥΧΑΓΩΓΙΑ, Συναυλιες/Φεστιβαλ/Εκδηλωσεις",www.tsso.gr,50-66% ΕΚΠΤΩΣΗ / ΕΙΣΙΤΗΡΙΟ ΤΩΝ 5 ΕΥΡΩ ΓΙΑ ΟΛΕΣ ΤΙΣ ΠΑΡΑΓΩΓΕΣ ΤΗΣ ΚΡΑΤΙΚΗΣ ΟΡΧΗΣΤΡΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ.
6 ΧΛΜ ΘΕΣΣΑΛΟΝΙΚΗΣ - ΩΡΑΙΟΚΑΣΤΡΟΥ ΤΚ 57013 ΩΡΑΙΟΚΑΣΤΡΟ,2310683110,"Θεσσαλονίκη,Ωραιόκαστρο","ΚΑΤΑΣΤΗΜΑΤΑ, Μοδα",www.minerva.gr,"15% Έκπτωση επί των αρχικών τιμών. Η έκπτωση αυτή δε συνδυάζεται με άλλη προωθητική ενέργεια και δεν ισχύει σε περιόδους εκπτώσεων και σε προϊόντα που είναι σε προσφορά. Η έκπτωση ισχύει σε όλα τα MINERVA stores στην Ελλάδα με εξαίρεση τα outlet στη Θεσσαλονίκη, ενώ δεν ισχύει στα Minerva Shop and Corners εκτός Ελλάδας.

Καταστήματα"
Ν. ΣΚΙΩΝΗ ΕΝΤΟΣ ΤΟΥ ΞΕΝΟΔΟΧΕΙΟΥ ΑΝΑΣΤΑΣΙΑ RESORT TK 63077 ΚΑΣΣΑΝΔΡΕΙΑ,"2374031408, 6972620572",Χαλκιδική,"ΑΘΛΗΤΙΣΜΟΣ, Μαθηματα Εκμαθησης Σπορ/Ενοικιασεις",www.dive-greece.gr,10% σε όλα τα προγράμματα καταδύσεων και τις δραστηριότητες
ΜΑΖΑΡΑΚΗ 7 68100 ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ ΕΒΡΟΣ,2551400161,Αλεξανδρούπολη,"Αλλο, Ενοικίαση/Πώληση Κατοικιών, ΥΠΗΡΕΣΙΕΣ",www.facebook.com/Qestateagency,20% σε όλες τις υπηρεσίες μας
"ΟΙΚΟΝΟΜΟΥ 5, 54627 ΘΕΣΣΑΛΟΝΙΚΗ",2310552670,Θεσσαλονίκη,"ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ, Σεμιναρια Επαγγελματικης Καταρτισης & Επιμορφωσης",,10% ΕΚΠΤΩΣΗ ΣΤΑ ΑΥΤΟΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΑ ΠΡΟΓΡΑΜΜΑΤΑ ΚΑΤΑΡΤΙΣΗΣ.
"ΕΜΜΑΝΟΥΗΛ ΣΟΥΑΝΙΔΗ 2, 54453 ΘΕΣΣΑΛΟΝΙΚΗ",6947915229,Θεσσαλονίκη,"ΥΓΕΙΑ & ΟΜΟΡΦΙΑ, Υπηρεσιες Υγειας",WWW.KESY.GR,10% ΕΚΠΤΩΣΗ ΣΕ ΟΛΕΣ ΤΙΣ ΥΠΗΡΕΣΙΕΣ.
"ΕΜΜΑΝΟΥΗΛ ΣΟΥΑΝΙΔΗ 2, 54453 ΘΕΣΣΑΛΟΝΙΚΗ",6947915229,Θεσσαλονίκη,"Αλλο, ΜΟΡΦΩΣΗ & ΕΚΠΑΙΔΕΥΣΗ",WWW.KESY.GR,10% ΕΚΠΤΩΣΗ ΣΕ ΣΕΜΙΝΑΡΙΑ ΜΑΛΑΞΗΣ.
"Ν. ΖΩΙΔΗ ΚΑΙ ΑΙΝΟΥ 2, 69132 ΚΟΜΟΤΗΝΗ","2531554411, 6937012917",Κομοτηνή,"Αλλο, ΥΠΗΡΕΣΙΕΣ",www.itenter.gr,ΥΠΗΡΕΣΙΕΣ ΠΛΗΡΟΦΟΡΙΚΗΣ ΕΚΠΤΩΣΗ 20% ΣΕ ΟΛΑ ΤΑ ΠΡΟΓΡΑΜΜΑΤΑ.
"ΚΑΛΛΙΚΡΑΤΕΙΑΣ 34 ΝΕΑΠΟΛΗ, 56728 ΘΕΣΣΑΛΟΝΙΚΗ",2310 630056,Νεάπολη,"Κομμωτηρια, ΥΓΕΙΑ & ΟΜΟΡΦΙΑ",https,30% ΣΕ ΟΛΕΣ ΤΙΣ ΥΠΗΡΕΣΙΕΣ ΕΚΤΟΣ ΑΠΟ ΠΕΡΜΑΝΑΝΤ ΚΑΙ ΦΟΡΜΑ.
"ΙΔΟΜΕΝΕΩΣ 37, ΗΡΑΚΛΕΙΟ ΚΡΗΤΗΣ 71202",2810334335,Ηράκλειο,Αλλο,WWW.BESTWAYTRAVEL.GR,"10% ΈΚΠΤΩΣΗ ΣΕ ΕΚΔΡΟΜΕΣ , 15% ΈΚΠΤΩΣΗ ΣΕ ΕΝΟΙΚΙΑΣΕΙΣ ΑΥΤΟΚΙΝΗΤΩΝ ΚΑΤΑ ΤΗΝ ΧΑΜΗΛΗ ΠΕΡΙΟΔΟ ΚΑΙ 10% ΤΗΝ ΥΨΗΛΗ ΠΕΡΊΟΔΟ KAI 30% ΕΚΠΤΩΣΗ  ΣΕ ΝΕΟΥΣ ΕΩΣ 26 ΕΤΩΝ  ΓΙΑ ΤΑΞΙΔΙΑ ΤΟΥ ΕΞΩΤΕΡΙΚΟΥ ΜΕ ΤΙΣ ΜΙΝΩΙΚΕΣ ΓΡΑΜΜΕΣ."
"ΣΠΗΛΙΑΔΟΥ 4, ΑΘΗΝΑ 10445",2108320260,Αθήνα,Σχολες Ξενων Γλωσσων,,ΓΙΑ ΕΝΗΛΙΚΕΣ
"ΚΑΡΑΜΑΝΛΗ 78, ΘΕΣΣΑΛΟΝΙΚΗ",2310455254,Θεσσαλονίκη,Αλλο,WWW.ISERVICES.GR,ΚΑΤΑΣΚΕΥΗ ΙΣΤΟΣΕΛΙΔΩΝ - E-SHOP / 20% ΣΕ ΟΛΕΣ ΤΙΣ ΥΠΗΡΕΣΙΕΣ ΔΙΑΔΙΚΤΥΟΥ / DEVELOPING.
